therapist_consistency_id,therapist_id,therapist_name,outlet_id,outlet_name,market_context,period_type,period_start,period_end,rolling_window_weeks,therapist_role,employment_type,active_flag,hours_available,hours_sold,utilization_percent,revenue_eur,yield_eur_per_sold_hour,revpath_proxy_eur_per_available_hour,avg_ticket_eur,rebooking_rate_percent,addon_attach_rate_percent,retail_attach_rate_percent,cancellation_impact_rate_percent,complaint_rate_percent,service_recovery_rate_percent,schedule_adherence_percent,attendance_reliability_percent,performance_level_score,utilization_stability_score,yield_stability_score,guest_quality_stability_score,commercial_consistency_score,attendance_consistency_score,variance_penalty_score,market_fairness_modifier_score,therapist_consistency_score_0_100,therapist_consistency_band,consistency_primary_gap,consistency_secondary_gap,consistency_variance_flag,coach_priority_flag,burnout_risk_flag,score_confidence_level,observed_weeks_count,observed_months_count,minimum_sample_rule_applied,data_coverage_flag,source_dependency_status,qa_status,audit_note,status
TCS_00001,TH_001,Therapist A,MLT_OUTLET_001,Valletta,Malta,monthly,2017-01-01,2017-01-31,12,therapist,full_time,yes,148.08,101.25,68.38,6077.03,60.02,41.04,63.02,39.95,23.24,8.96,3.49,3.97,31.57,86.78,91.12,54.418499999999995,89.46000000000001,99.5,92.06,31.595,88.95,5.209999999999997,0,72.06,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00311,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2024-11-01,2024-11-30,12,therapist,full_time,yes,153.88,97.12,63.11,6608.04,68.04,42.94,71.44,43.72,24.17,11.59,2.76,3.21,26.26,85.91,95.1,56.086000000000006,94.73,92.47999999999999,93.58,33.945,90.505,5.758000000000004,0,72.89,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00312,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2024-12-01,2024-12-31,12,therapist,full_time,yes,159.76,92.05,57.62,6005.34,65.24,37.59,68.5,40.55,16.51,8.88,4.65,3.07,27.63,89.61,92.42,51.55999999999999,99.78,95.28,93.86,28.53,91.015,2.5899999999999994,0,72.68,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00313,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-01-01,2025-01-31,12,therapist,full_time,yes,142.97,97.59,68.26,6795.19,69.63,47.53,73.11,56.87,18.02,8.59,4.61,2.71,20.67,91.84,87.68,59.495000000000005,89.58,90.89000000000001,94.58,37.445,89.76,8.353999999999996,0,72.89,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00314,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-02-01,2025-02-28,12,therapist,full_time,yes,161.04,93.88,58.3,6138.81,65.39,38.12,68.66,38.88,20.55,8.97,4.98,2.89,21.89,94.38,87.38,52.206,99.54,95.13,94.22,29.715000000000003,90.88,2.71,0,72.96,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00315,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-03-01,2025-03-31,12,therapist,full_time,yes,147.28,91.1,61.85,6078.19,66.72,41.27,70.06,50.89,16.69,16.61,4.66,3.83,32.93,91.37,96.16,55.1365,95.99000000000001,93.80000000000001,92.34,33.79,93.765,4.8499999999999925,0,73.47,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00316,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-04-01,2025-04-30,12,therapist,full_time,yes,149.89,93.95,62.68,6646.96,70.75,44.35,74.29,48.76,27.13,10.39,3.24,1.3,10.91,85.06,94.48,58.083999999999996,95.16,89.77000000000001,97.4,37.945,89.77000000000001,6.287999999999998,0,73.81,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00317,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-05-01,2025-05-31,12,therapist,full_time,yes,148.26,85.37,57.58,5824.8,68.23,39.29,71.64,48.27,15.85,13.1,5.84,2.55,20.54,95.66,90.91,53.6515,99.74,92.28999999999999,94.9,32.06,93.285,3.698000000000005,0,73.53,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00318,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-06-01,2025-06-30,12,therapist,full_time,yes,161.93,99.57,61.49,6828.51,68.58,42.17,72.01,38.06,19.54,8.71,4.98,1.86,16.98,88.98,91.44,54.1645,96.35,91.94,96.28,28.8,90.21000000000001,5.056000000000004,0,72.23,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00319,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-07-01,2025-07-31,12,therapist,full_time,yes,138.08,86.5,62.64,6080.09,70.29,44.03,73.8,56.16,18.05,13.41,4.15,2.27,17.88,93.99,84.66,57.657000000000004,95.2,90.22999999999999,95.46,37.105,89.32499999999999,6.282000000000003,0,73.39,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00320,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-08-01,2025-08-31,12,therapist,full_time,yes,138.52,81.75,59.02,5960.39,72.91,43.03,76.56,42.3,27.16,10.05,5.73,2.75,22.34,90.47,85.47,56.5945,98.82,87.61000000000001,94.5,34.73,87.97,5.977999999999998,0,72.7,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00321,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-09-01,2025-09-30,12,therapist,full_time,yes,147.2,95.26,64.71,6509.12,68.33,44.22,71.75,51.28,24.99,11.29,5.7,1.04,8.72,95.02,84.53,58.00449999999999,93.13000000000001,92.19,97.92,38.135,89.775,6.079999999999997,0,73.96,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00322,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-10-01,2025-10-31,12,therapist,full_time,yes,152.18,93.69,61.57,6275.36,66.98,41.24,70.33,51.57,22.82,9.67,5.54,3.05,23.57,90.88,88.71,56.151,96.27000000000001,93.53999999999999,93.9,37.195,89.79499999999999,4.685999999999999,0,73.77,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00323,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-11-01,2025-11-30,12,therapist,full_time,yes,149.24,88.72,59.45,5781.88,65.17,38.74,68.43,44.77,16.96,14.34,4.7,3.38,25.35,82.38,84.32,52.8765,98.39,95.35,93.24,30.865000000000002,83.35,3.1800000000000024,0,71.84,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00324,TH_003,Therapist C,MLT_OUTLET_002,Sliema,Malta,monthly,2025-12-01,2025-12-31,12,therapist,full_time,yes,146.25,96.2,65.78,6888.88,71.61,47.1,75.19,54.77,24.42,10.47,4.88,2.64,23.4,83.94,86.79,59.965,92.06,88.91,94.72,39.595,85.36500000000001,8.14,0,72.74,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00325,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-01-01,2017-01-31,12,therapist,full_time,yes,139.27,66.53,47.77,3838.78,57.7,27.56,60.59,55.19,22.86,12.29,5.38,2.26,17.84,91.66,91.53,48.62200000000001,89.93,97.18,95.48,39.025,91.595,5.607999999999995,0,71.15,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00326,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-02-01,2017-02-28,12,therapist,full_time,yes,148.05,76.17,51.45,4168.02,54.72,28.15,57.46,48.31,17.2,16.06,2.58,2.76,22.65,87.7,93.7,46.98599999999999,93.61,94.19999999999999,94.48,32.755,90.7,5.428000000000004,0,69.86,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00327,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-03-01,2017-03-31,12,therapist,full_time,yes,149.4,90.46,60.55,5344.38,59.08,35.77,62.03,50.62,25.31,8.14,5.52,3.56,30.36,95.26,91.48,53.25999999999999,97.29,98.56,92.88,37.964999999999996,93.37,2.3719999999999968,0,74.63,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00328,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-04-01,2017-04-30,12,therapist,full_time,yes,144.87,87.8,60.61,4956.31,56.45,34.21,59.27,49.59,23.57,16.56,4.93,4.24,36.51,83.38,90.07,51.945,97.23,95.93,91.52,36.58,86.725,3.583999999999996,0,72.26,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00329,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-05-01,2017-05-31,12,therapist,full_time,yes,160.52,96.27,59.97,5478.73,56.91,34.13,59.76,44.99,18.96,14.43,3.73,2.24,19.92,92.78,93.89,50.5005,97.87,96.38999999999999,95.52,31.975,93.33500000000001,2.7440000000000038,0,73.02,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00330,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-06-01,2017-06-30,12,therapist,full_time,yes,149.87,77.99,52.04,4306.61,55.22,28.74,57.98,55.91,19.67,10.87,3.41,1.74,15.92,83.43,91.08,48.87799999999999,94.19999999999999,94.69999999999999,96.52,37.79,87.255,4.788000000000009,0,71.0,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00331,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-07-01,2017-07-31,12,therapist,full_time,yes,143.41,81.01,56.49,4317.02,53.29,30.1,55.95,57.57,20.91,16.22,5.07,1.6,14.18,91.42,94.76,50.195,98.65,92.77,96.8,39.24,93.09,3.752,0,73.1,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00332,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-08-01,2017-08-31,12,therapist,full_time,yes,144.38,85.95,59.53,5059.02,58.86,35.04,61.8,56.03,16.49,11.7,3.46,2.45,23.28,81.96,85.28,52.314499999999995,98.31,98.34,95.1,36.26,83.62,1.8299999999999979,0,73.12,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00333,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-09-01,2017-09-30,12,therapist,full_time,yes,151.65,86.25,56.87,4796.36,55.61,31.63,58.39,51.25,27.44,13.89,2.26,2.46,21.39,87.89,96.91,51.171499999999995,99.03,95.09,95.08,39.345,92.4,2.843999999999998,0,73.76,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00334,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-10-01,2017-10-31,12,therapist,full_time,yes,140.56,69.0,49.09,4023.39,58.31,28.62,61.23,44.01,18.97,11.87,5.87,2.32,21.38,81.35,94.64,47.037000000000006,91.25,97.78999999999999,95.36,31.49,87.995,4.8480000000000025,0,69.73,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00335,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-11-01,2017-11-30,12,therapist,full_time,yes,161.8,84.86,52.45,4524.74,53.32,27.97,55.99,40.89,24.86,9.45,3.04,1.52,14.03,83.27,88.62,46.88199999999999,94.61,92.8,96.96,32.875,85.945,5.340000000000002,0,69.33,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00336,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2017-12-01,2017-12-31,12,therapist,full_time,yes,158.64,84.86,53.49,4798.83,56.55,30.25,59.38,50.84,24.74,13.21,4.04,2.34,19.1,90.1,93.14,49.85099999999999,95.65,96.03,95.32,37.79,91.62,3.7959999999999976,0,72.49,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00337,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2018-01-01,2018-01-31,12,therapist,full_time,yes,144.47,80.46,55.69,4414.04,54.86,30.55,57.6,48.81,20.28,16.37,2.29,2.45,20.45,89.16,91.48,49.056,97.85,94.34,95.1,34.545,90.32,3.6140000000000017,0,71.79,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00338,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2018-02-01,2018-02-28,12,therapist,full_time,yes,157.2,80.72,51.35,4705.17,58.29,29.93,61.2,55.93,23.46,15.73,4.45,2.15,16.77,88.4,96.57,50.28249999999999,93.50999999999999,97.77,95.7,39.695,92.485,3.9180000000000055,0,72.92,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00339,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2018-03-01,2018-03-31,12,therapist,full_time,yes,144.9,82.24,56.76,4415.47,53.69,30.47,56.37,56.18,20.34,16.5,3.0,2.07,17.58,85.01,84.77,50.1355,98.91999999999999,93.16999999999999,95.86,38.26,84.89,3.5780000000000105,0,71.79,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00340,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2018-04-01,2018-04-30,12,therapist,full_time,yes,160.71,85.34,53.1,4842.19,56.74,30.13,59.58,46.55,15.61,13.04,2.26,2.44,21.39,94.14,93.79,47.768,95.25999999999999,96.22,95.12,31.08,93.965,3.896000000000004,0,71.38,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00341,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2018-05-01,2018-05-31,12,therapist,full_time,yes,140.69,81.86,58.18,4744.61,57.96,33.72,60.86,54.43,18.7,10.64,4.09,2.38,21.55,95.48,95.97,51.618500000000004,99.66,97.44,95.24,36.565,95.725,1.6360000000000023,0,74.84,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00342,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2018-06-01,2018-06-30,12,therapist,full_time,yes,160.11,81.7,51.03,4739.42,58.01,29.6,60.91,43.36,19.46,9.99,4.03,1.67,13.37,93.49,90.86,47.586999999999996,93.19,97.49,96.66,31.41,92.175,4.062000000000003,0,71.08,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00343,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2018-07-01,2018-07-31,12,therapist,full_time,yes,151.51,85.22,56.25,4798.74,56.31,31.67,59.13,39.54,24.8,17.09,4.04,3.23,28.56,91.5,95.88,49.047,98.41,95.78999999999999,93.54,32.17,93.69,2.9660000000000046,0,72.33,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00344,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2018-08-01,2018-08-31,12,therapist,full_time,yes,155.31,79.24,51.02,4465.17,56.35,28.75,59.17,54.84,18.85,16.97,4.48,2.51,22.99,86.77,92.1,48.632999999999996,93.18,95.83,94.98,36.845,89.435,4.897999999999998,0,70.99,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00345,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2018-09-01,2018-09-30,12,therapist,full_time,yes,149.58,91.84,61.4,5131.1,55.87,34.3,58.66,51.21,27.97,9.47,4.95,3.09,28.97,82.22,94.91,52.9215,96.44,95.35,93.82,39.59,88.565,3.9020000000000032,0,73.14,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00346,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2018-10-01,2018-10-31,12,therapist,full_time,yes,158.78,76.23,48.01,4068.4,53.37,25.62,56.04,50.02,21.74,9.69,2.52,3.92,35.74,89.02,84.64,46.247,90.16999999999999,92.85,92.16,35.88,86.83,7.576000000000008,0,67.95,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00347,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2018-11-01,2018-11-30,12,therapist,full_time,yes,156.85,73.81,47.06,3894.95,52.77,24.83,55.41,49.0,27.93,11.42,3.38,3.24,24.96,82.15,92.77,46.480000000000004,89.22,92.25,93.52,38.465,87.46000000000001,8.06,0,68.19,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00348,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2018-12-01,2018-12-31,12,therapist,full_time,yes,149.22,85.96,57.61,4793.13,55.76,32.12,58.55,51.49,25.61,14.86,4.46,2.47,19.35,93.66,95.71,51.2445,99.77,95.24,95.06,38.55,94.685,2.4900000000000038,0,74.25,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00349,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2019-01-01,2019-01-31,12,therapist,full_time,yes,157.63,79.23,50.26,4648.42,58.67,29.49,61.6,38.46,26.98,13.89,5.1,1.98,15.92,86.38,96.89,47.94149999999999,92.41999999999999,98.15,96.04,32.72,91.63499999999999,4.168000000000003,0,71.15,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00350,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2019-02-01,2019-02-28,12,therapist,full_time,yes,139.23,86.37,62.03,4794.4,55.51,34.44,58.29,51.5,23.94,16.75,4.66,3.55,27.97,88.99,93.23,52.455,95.81,94.99,92.9,37.72,91.11,4.3900000000000015,0,72.83,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00351,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2019-03-01,2019-03-31,12,therapist,full_time,yes,140.63,67.52,48.01,3710.9,54.96,26.39,57.71,47.96,23.0,17.58,3.32,1.96,17.11,92.17,90.91,46.68350000000001,90.16999999999999,94.44,96.08,35.480000000000004,91.53999999999999,6.548000000000006,0,69.61,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00352,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2019-04-01,2019-04-30,12,therapist,full_time,yes,161.21,78.69,48.81,4394.84,55.85,27.26,58.64,39.03,19.18,14.21,5.36,4.03,32.65,91.69,90.02,45.362500000000004,90.97,95.33,91.94,29.105,90.85499999999999,6.286000000000001,0,68.3,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00353,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2019-05-01,2019-05-31,12,therapist,full_time,yes,156.1,85.04,54.48,4972.29,58.47,31.85,61.39,53.95,26.72,10.14,4.67,2.81,21.15,91.82,93.65,51.633,96.63999999999999,97.94999999999999,94.38,40.335,92.735,2.7260000000000106,0,74.1,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00354,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2019-06-01,2019-06-30,12,therapist,full_time,yes,144.27,75.07,52.03,4366.07,58.16,30.26,61.07,54.82,16.36,17.5,2.73,3.88,34.92,86.63,86.8,49.2435,94.19,97.63999999999999,92.24,35.59,86.715,4.044000000000007,0,70.99,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00355,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2019-07-01,2019-07-31,12,therapist,full_time,yes,146.48,84.73,57.84,4549.15,53.69,31.06,56.37,45.65,19.9,10.38,5.51,2.03,15.27,90.86,87.64,48.867999999999995,100.0,93.16999999999999,95.94,32.775,89.25,3.1380000000000052,0,71.71,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00356,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2019-08-01,2019-08-31,12,therapist,full_time,yes,146.32,80.96,55.33,4396.94,54.31,30.05,57.03,52.01,20.35,11.16,5.76,2.45,19.53,84.2,89.18,49.227999999999994,97.49,93.78999999999999,95.1,36.18,86.69,3.978000000000006,0,71.26,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00357,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2019-09-01,2019-09-30,12,therapist,full_time,yes,143.22,74.04,51.7,4312.09,58.24,30.11,61.15,53.34,23.85,12.57,4.03,2.29,19.47,84.27,84.97,50.0575,93.86,97.72,95.42,38.595,84.62,3.826000000000001,0,71.59,stable,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
TCS_00358,TH_004,Therapist D,MLT_OUTLET_002,Sliema,Malta,monthly,2019-10-01,2019-10-31,12,therapist,full_time,yes,139.38,67.22,48.23,3644.0,54.21,26.14,56.92,45.34,20.11,9.18,2.9,2.28,17.42,84.19,84.88,45.6715,90.38999999999999,93.69,95.44,32.725,84.535,6.824000000000007,0,67.73,watchlist,performance_stability,commercial_repeatability,variance_normal,standard_monitoring,burnout_normal,low,0,1,scaffold,partial,scaffold_with_policy_reference,pending_qa,initial scaffold build; consistency logic provisional,scaffold_generated
